Cod,Nome do alimento,Nível 1 ,Nível 2,Nível 3 ,"Energia
[kcal] ","Energia
[kJ] ","Lípidos
[g]","Ácidos gordos saturados
[g] ","Ácidos gordos monoinsaturados 
[g]","Ácidos gordos polinsaturados 
[g]","Ácido linoleico 
[g] ","Ácidos gordos trans 
[g]","Hidratos de carbono 
[g]","Açúcares 
[g] ","Oligossacáridos 
[g] ","Amido 
[g]","Fibra  
[g]","Proteínas 
[g] ","Sal  
[g]","Álcool 
[g] ","Água 
[g] ","Ácidos orgânicos 
[g] ","Colesterol 
[mg]","Vitamina A  
[µg]","Caroteno 
[µg]","Vitamina D 
[µg]","alfa-tocoferol 
[mg]","Tiamina 
[mg] ","Riboflavina 
[mg] ","Niacina 
[mg]","Equivalentes de niacina 
[mg]","Triptofano/60 
[mg]","Vitamina B6 
[mg]","Vitamina B12 
[µg]","Vitamina C 
[mg]","Folatos 
[µg]","Cinza 
[g]","Sódio 
[mg]","Potássio 
[mg] ","Cálcio 
[mg]","Fósforo 
[mg]","Magnésio 
[mg]","Ferro 
[mg]","Zinco 
[mg]","Selénio 
[µg]","Iodo 
[µg]",alimento_hc
299,Caldo preparado com cubo de carne de vaca (diluição 2%),"Temperos, molhos e condimentos",Extratos salgados e ingredientes para molhos,Cubos de caldo ou granulado (base de caldo),4,18,0.2,0.1,0.1,0,0,0,0.2,0,0,0.2,0,0.4,0.8,0,98.3,0,0,0,0,0,0,0.01,0.01,0.11,0.19,0.07,0.01,0.02,0,0.7,0.9,300,9,8,7,3,0,0.1,,,Caldo preparado com cubo de carne de vaca (diluição 2%) (0.2g HC/100g)
971,Camarão cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,Camarões e gambas,99,421,0.8,0.2,0.1,0.4,0.1,0,0.4,0,0,0.4,0,22.6,4,0,70.2,0,198,2,0,0,0.9,0.03,0.01,2.4,7.2,4.8,0.05,2.4,0,9.8,5,1600,230,110,190,38,2.3,0.4,,71,Camarão cozido (0.4g HC/100g)
970,Camarão cozido sem sal,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,Camarões e gambas,92,389,1.1,0.2,0.2,0.6,0.6,0,0.3,0,0,0.3,0,20.2,0.6,0,76.8,0,308,2,0,0,0.82,0.03,0.01,2.2,6.5,4.3,0.05,2.4,0,9,1.5,230,210,100,180,35,2.1,0.4,,71,Camarão cozido sem sal (0.3g HC/100g)
969,Camarão cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,Camarões e gambas,77,327,0.6,0.1,0.1,0.3,0.1,0,0.3,0,0,0.3,0,17.6,0.5,0,79.2,0,154,0,0,0,0.7,0.03,0.01,2,5.8,3.8,0.05,2.1,0,9,1.5,190,180,87,150,30,1.8,0.3,,,Camarão cru (0.3g HC/100g)
549,Canela moída,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias ,Especiarias de cascas,315,1320,3.2,0.7,0.5,0.5,0.5,0,55.5,55.5,0,0,24.4,3.9,0.1,0,10,0,0,26,155,0,0.1,0.08,0.14,1.3,1.3,0,0.25,0,28,0,3.6,26,500,1230,61,56,38,2,,,Canela moída (55.5g HC/100g)
1116,Canja de frango com aipo,Pratos compostos,Sopas e saladas,Sopas (prontas a comer),56,236,1.7,0.5,0.6,0.3,0.268,0,2.3,0.2,0.1,2.1,0.2,7.8,0.7,0,86.9,0,29,3,0,0.1,0.09,0.06,0.07,2.7,4.05,1.46,0.14,0.25,0.7,5.6,1.07,270,150,10,71,14,0.4,0.4,,,Canja de frango com aipo (2.3g HC/100g)
1117,Canja de frango com massa,Pratos compostos,Sopas e saladas,Sopas (prontas a comer),61,258,1,0.2,0.3,0.2,0.212,0,2.1,0.1,0,2.1,0.2,10.8,0.2,0,85.3,0,40,5,0,0.1,0.09,0.07,0.09,3.7,5.59,2.02,0.17,0.33,0,5.6,0.68,97,180,8.3,96,14,0.4,0.5,,,Canja de frango com massa (2.1g HC/100g)
1900000026,Canónigos crus,Produtos hortícolas e derivados,Hortícolas folhosos,Alfaces e outros vegetais para salada,24,100,0.4,0.1,0,0.2,0.1,0,2,2,0,0,2.1,2,0,0,93.4,0,0,680,4070,0,0.3,0.08,0.08,0.4,0.5,0.1,0.19,0,39,94.2,0.65,9.5,380,32,52,13,3.1,0.5,,35,Canónigos crus (2g HC/100g)
904,"Cantarilho (Redfish) assado com cebola, tomate, azeite e bacon",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",142,593,8.6,1.5,5.3,1,0.808,0,1.2,1.1,0.1,0.1,0.4,13.6,0.9,0.7,73.7,0,31,32,106,1.4,1.89,0.1,0.06,1.9,4.76,2.52,0.17,1.5,3.9,7.2,1.8,360,270,17,140,25,0.6,0.5,,,"Cantarilho (Redfish) assado com cebola, tomate, azeite e bacon (1.2g HC/100g)"
1160,"Cantarilho (Redfish) com batata, no forno","Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,108,452,4.9,0.9,3,0.6,0.475,0,5.7,1.9,0.2,3.5,1.1,8.7,0.5,0.6,77.7,0,18,39,196,0.8,1.27,0.19,0.07,1.9,3.56,1.66,0.27,0.81,14.1,21,1.38,200,370,24,100,22,0.8,0.6,,,"Cantarilho (Redfish) com batata, no forno (5.7g HC/100g)"
903,Cantarilho (Redfish) cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,99,417,2.4,0.5,0.9,0.6,0.4,0,0,0,0,0,0,19.3,0.9,0,76.5,0,46,18,0,2.3,1.3,0.11,0.1,2.8,6.4,3.6,0.14,2,0,5.9,1.8,340,290,14,200,39,0.7,0.7,,22,Cantarilho (Redfish) cozido (0g HC/100g)
902,Cantarilho (Redfish) cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,101,424,2.9,0.5,0.9,0.5,0.4,0,0,0,0,0,0,18.6,0.2,0,77.3,0,42,20,0,2.3,1.2,0.13,0.09,2.8,6.3,3.5,0.18,2.3,0,6,1.2,78,310,15,200,29,0.6,0.6,,,Cantarilho (Redfish) cru (0g HC/100g)
1161,Cantarilho (Redfish) no forno,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,114,481,2.7,0.5,0.8,0.5,0.371,0,1.1,1,0,0.1,0.5,17.3,1,2.2,74.3,0,39,176,947,2.1,1.19,0.14,0.09,2.8,5.99,3.25,0.19,2.1,0.6,10,2.05,400,360,24,190,32,0.9,0.6,,,Cantarilho (Redfish) no forno (1.1g HC/100g)
1900000115,Caracol cru,"Peixes, mariscos, anfíbios, répteis e invertebrados","Anfíbios, répteis, caracóis e insetos",Invertebrados terrestres,85,360,1.4,0.2,0.3,0.4,0,0,2,0,0,2,0,16.1,0.2,0,79,0,50,90,0,1.1,0.8,0.13,0.18,0.9,3.4,2.5,0.1,5,15,20,1.3,73,120,170,200,250,3.5,2,50,5.9,Caracol cru (2g HC/100g)
623,Carambola,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos diversos com casca comestível,40,171,0.3,0,0.1,0.1,0.1,0,7.1,6.9,0,0.2,1.7,0.5,0,0,91,1.3,0,8,49,0,0,0.03,0.03,0.4,0.5,0.1,0,0,27,0,0.4,3,150,5,15,7,0.6,0.1,,,Carambola (7.1g HC/100g)
817,Carapau cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,105,442,2.9,0.7,0.8,0.9,0,0,0,0,0,0,0,19.7,0.2,0,75.6,0,36,15,0,4.1,0.37,0.15,0.15,5,8.7,3.7,0.36,5.7,0,15,1.4,80,400,69,260,33,1.2,1.2,,,Carapau cru (0g HC/100g)
819,Carapau frito,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,186,780,9.6,1.5,2.5,4.2,3,0,1,0,0,1,0,24,1.3,0,62.8,0,39,8,0,2.8,0.79,0.13,0.17,5.5,10,4.5,0.3,6.6,0,20,2.6,530,470,86,290,37,2,1.1,,44,Carapau frito (1g HC/100g)
818,Carapau grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,139,584,3.7,0.9,1,1.1,0,0,0,0,0,0,0,26.3,1.1,0,67.5,0,48,21,0,3.5,0.18,0.14,0.16,5.9,11,4.9,0.34,6.4,0,24,2.3,450,470,61,290,35,2.1,0.9,,44,Carapau grelhado (0g HC/100g)
1900000044,Cardamomo verde,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias ,Especiarias de frutos,335,1410,6.2,0.7,0.9,0.4,0.31,0,49.5,5.2,0,31,19,10.8,0.9,0,10.4,0,0,0,0,0,0,0.2,0.18,1.1,9.6,8.5,0.23,0,21,0,4.2,370,210,240,66,69,5.6,1.7,,,Cardamomo verde (49.5g HC/100g)
1193,Caril em pó,"Temperos, molhos e condimentos",Temperos,Misturas de temperos,342,1420,13.8,2,5,2,1.8,0,25.2,25.2,0,0,33.2,12.7,0.1,0,9.5,0,0,50,594,0,22,0.25,0.28,3.47,3.47,0,1.15,0,11.4,154,5.6,52,1540,480,350,250,30,4.1,,,Caril em pó (25.2g HC/100g)
1027,Carne à bolonhesa,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",238,992,14,5.4,4.6,2.6,2.36,0.3,15.6,1.8,0.1,13.7,1.5,11.5,0.9,0,55.3,0.1,27,126,558,0.2,1.17,0.13,0.1,2.1,4.69,2.56,0.24,0.72,5.2,17,1.78,370,250,86,170,22,1.1,1.6,,,Carne à bolonhesa (15.6g HC/100g)
1028,Carne à jardineira,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",140,585,8.1,2.6,4.2,0.5,0.491,0.2,5.6,1.7,0.9,3,3.1,9.7,0.7,0,71.9,0,19,138,798,0.2,0.6,0.46,0.06,1.9,3.72,1.83,0.23,0.56,13.1,44,1.62,300,340,32,150,21,1.5,1.5,,,Carne à jardineira (5.6g HC/100g)
1030,Carne de porco à alentejana,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",229,951,16.9,5.1,7.5,2.4,2.01,0.1,1.8,0.5,0,1.3,0.3,14.6,1.2,1.4,61.4,0.3,62,60,78,0.4,0.35,0.4,0.2,4.5,7.43,2.83,0.25,18,9.2,7.4,1.98,500,220,37,190,62,4.8,1.9,,,Carne de porco à alentejana (1.8g HC/100g)
1029,Carne de porco à alentejana sem massa de pimentão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",183,764,11.8,3.6,4.8,1.7,1.39,0.1,2.2,0.2,0,2,0.1,16,1.3,0.5,65,0.2,64,77,12,0.4,0.33,0.33,0.21,4.2,7.46,3.19,0.2,29,3.2,8.3,2,520,190,47,220,87,7,2.3,,,Carne de porco à alentejana sem massa de pimentão (2.2g HC/100g)
1900000084,Caseína,"Ingredientes principais isolados, aditivos, aromas, fermentos e auxiliares tecnológicos",Proteínas isoladas e outros produtos de proteínas,Proteína de leite,358,1520,1.5,1,0.3,0.1,0.025,0,0,0,0,0,0,86.2,0,0,10.6,0,26,0,0,0,0,0,0,0,18.33,18.33,0.01,2.3,0,6,1.7,10,2,26,120,3,0.8,2.6,,,Caseína (0g HC/100g)
706,Castanha assada com sal,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,222,937,1.3,0.2,0.5,0.5,0.5,0,45.5,11.2,0,34.3,7,3.5,1.4,0,39.4,0,0,11,66,0,1.4,0.2,0.14,0.5,1.2,0.7,0.3,0,46,56,4.6,550,570,23,72,48,0.9,0.6,,,Castanha assada com sal (45.5g HC/100g)
1900000054,Castanha cozida sem sal,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,175,738,1,0.2,0.4,0.4,0.36,0,35.9,8.8,0,27,5.5,2.8,0,0,54.9,0,0,10,58,0,1.08,0.2,0.11,0.45,0.99,0.54,0.32,0,45.9,55,0.991,8.1,450,18,57,30,0.7,0.5,,,Castanha cozida sem sal (35.9g HC/100g)
704,Castanha de caju torrada  e salgada,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,613,2540,50,9.9,28.9,8.9,8.7,0,19.4,5.9,0,13.5,3.3,19.6,0.8,0,3.2,0,0,1,6,0,1.2,0.42,0.16,1.6,6.5,4.9,0.41,0,0,68,4.5,320,700,37,490,250,5.7,5.7,,,Castanha de caju torrada  e salgada (19.4g HC/100g)
1900000052,"Castanha de caju torrada, sem sal","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,613,2540,50,9.9,28.9,8.9,8.7,0,19.4,5.9,0,13.5,3.3,19.6,0,0,3.2,0,0,1,6,0,1.2,0.42,0.16,1.6,6.5,4.9,0.41,0,0,68,2.5,10,700,37,490,250,5.7,5.7,,,"Castanha de caju torrada, sem sal (19.4g HC/100g)"
1900000093,Castanha do Brasil,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,690,2840,66.7,16,20.4,27.4,27.3,0.1,2.6,2.6,0,0,20.5,9.6,0,0,2.8,0,0,0,0,0,5.72,0.24,0.02,0.69,3.53,2.84,0.11,0,0,12.5,3.5,,650,170,710,380,2.5,4.1,180,10,Castanha do Brasil (2.6g HC/100g)
707,Castanha pilada,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias - Processadas",Derivados primários de frutos de casca rija e sementes semelhantes,341,1440,2,0.4,0.7,0.7,0.6,0,70,17.2,0,52.8,11.3,5.1,0,0,9.9,0,0,0,0,0,2.2,0.3,0.19,0.8,1.8,1,0.55,0,0,61,2.05,17,930,37,120,61,1.5,0.9,,,Castanha pilada (70g HC/100g)
705,"Castanha, miolo","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,194,819,1.1,0.2,0.4,0.4,0.4,0,39.8,9.8,0,30,6.1,3.1,0,0,48.5,0,0,11,64,0,1.2,0.22,0.12,0.5,1.1,0.6,0.35,0,51,61,1.1,9,500,20,63,33,0.8,0.5,,,"Castanha, miolo (39.8g HC/100g)"
821,Cavala cozida,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,192,800,12.2,3.2,3.3,4.3,0.2,0.3,0,0,0,0,0,20.5,0.8,0,65.2,0,48,21,0,2.3,1.4,0.11,0.25,8.6,12,3.8,0.75,12,0,13,2.1,330,330,42,260,33,1,2.3,,31,Cavala cozida (0g HC/100g)
820,Cavala crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,202,841,13.4,3.6,3.7,4.7,0.2,0.3,0,0,0,0,0,20.3,0.2,0,64.3,0,45,28,0,2.4,1.3,0.13,0.23,9,13,3.8,1,14,0,14,1.4,78,360,39,280,37,1.1,2.2,,,Cavala crua (0g HC/100g)
822,"Cavala em filetes, conserva em azeite","Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),182,763,9.6,1.5,6,1.2,0.5,0.2,0,0,0,0,0,24,1.6,0,63.7,0,35,23,0,0.4,1.9,0.04,0.2,5.8,10,4.5,0.26,17,0,17,2.4,620,380,10,250,35,0.6,0.7,,,"Cavala em filetes, conserva em azeite (0g HC/100g)"
1128,Cavala grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,192,799,12.2,3.3,3.4,4.3,0.211,0.3,0.6,0.6,0,0,0.7,18.5,0.9,0,64.1,1.3,41,26,3,2.2,1.34,0.13,0.21,8.2,11.8,3.46,0.92,13,15.4,15,2.09,360,370,44,260,38,1.2,2,,,Cavala grelhada (0.6g HC/100g)
1129,Cavala no forno,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,192,796,14.3,3.1,7,3.4,0.567,0.2,2.3,1.6,0.6,0.2,1,12.9,0.9,0,67,0,27,17,0,1.4,1.83,0.17,0.15,5.8,8.33,2.38,0.74,8.5,5.5,19,2.09,370,360,45,190,33,1.1,1.5,,,Cavala no forno (2.3g HC/100g)
598,Cebola cozida,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,18,76,0.2,0,0,0.1,0.1,0,2.4,1.7,0.7,0,1.4,1,0.3,0,94,0,0,0,0,0,0.15,0.1,0.01,0.5,0.7,0.2,0.16,0,5,9,1,110,140,33,30,9,0.5,0.3,,1.7,Cebola cozida (2.4g HC/100g)
597,Cebola crua,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,20,86,0.2,0,0,0.2,0.1,0,3.1,2.2,0.9,0,1.3,0.9,0,0,93.8,0,0,0,0,0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0,8,17,0.7,10,210,31,30,12,0.5,0.3,,1.7,Cebola crua (3.1g HC/100g)
220002,"Cebola doce, crua",Produtos hortícolas e derivados,Bolbos,Cebolas e similares,25,106,0,0,0,0,0,0,4.9,4.8,0.1,0,1.1,0.8,0,0,92.8,0,0,0,0,0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0,8,17,0.35,0,210,31,30,12,0.5,0.3,,1.7,"Cebola doce, crua (4.9g HC/100g)"
599,Cebola frita com óleo alimentar,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,138,573,11.2,1.3,2.3,7.2,7.2,0,6.2,4.4,1.8,0,2.6,1.9,0.1,0,76.7,0,0,0,0,0,2.3,0.08,0.02,0.6,1,0.4,0.2,0,10,24,1.4,40,420,62,60,24,1,0.6,,1.7,Cebola frita com óleo alimentar (6.2g HC/100g)
220001,"Cebola roxa, crua",Produtos hortícolas e derivados,Bolbos,Cebolas e similares,43,180,0,0,0,0,0,0,8.6,5.9,0.9,0,2.7,0.7,0,0,87.5,0,0,0,0,0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0,8,17,0.47,0,210,31,30,12,0.5,0.3,,1.7,"Cebola roxa, crua (8.6g HC/100g)"
1194,Cebolinho fresco,Produtos hortícolas e derivados,Ervas e flores comestíveis,Ervas aromáticas,28,116,0.6,0.1,0,0.4,0.36,0,1.7,1.7,0,0,2.1,2.8,0,0,92,0,0,567,3402,0,1.6,0.07,0.2,0.6,1.07,0.47,0.22,0,41,64,0.8,3,220,77,51,17,1.3,0.4,,,Cebolinho fresco (1.7g HC/100g)
1900000018,Cenoura baby crua,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Cenouras e similares,29,122,0.1,0,0,0.1,0,0,4.9,4.8,0.1,0,2.9,0.6,0.2,0,90.4,0,0,1065,6391,0,0.5,0.03,0.04,0.56,0.66,0.1,0.11,0,2.6,27,0.63,78,240,32,28,10,0.9,0.2,0.9,1.7,Cenoura baby crua (4.9g HC/100g)
601,Cenoura cozida,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Cenouras e similares,23,97,0,0,0,0,0,0,3.6,3.3,0.1,0.2,3,0.7,0.3,0,91.7,0,0,963,5780,0,0.5,0.04,0.02,0.7,0.8,0.1,0.06,0,2,16,0.5,140,220,45,34,6,0.6,0.1,,1.7,Cenoura cozida (3.6g HC/100g)
600,Cenoura crua,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Cenouras e similares,25,106,0,0,0,0,0,0,4.4,4.1,0.1,0.2,2.6,0.6,0.1,0,92,0,0,933,5600,0,0.5,0.05,0.02,0.9,1,0.1,0.07,0,3,28,0.6,58,310,41,33,7,0.7,0.1,,1.7,Cenoura crua (4.4g HC/100g)
451,"Cereal de pequeno almoço à base de farelo de trigo (tipo ""All-Bran"")",Cereais e produtos à base de cereais,Cereais de pequeno-almoço,Cereais de pequeno almoço processados e misturados,310,1300,3.4,0.6,0.4,1.5,1.4,0,39.8,14.7,0,25.1,30,15.1,3.7,0,3,0,0,0,0,2.8,2.2,1,1.5,16,19,3.2,1.8,2,0,250,6.5,1480,900,69,620,370,12,8.4,,1,"Cereal de pequeno almoço à base de farelo de trigo (tipo ""All-Bran"") (39.8g HC/100g)"
450,"Cereal de pequeno almoço de trigo integral tipo ""Weetabix""",Cereais e produtos à base de cereais,Cereais de pequeno-almoço,Cereais de pequeno almoço processados e misturados,364,1540,2,0.3,0.4,0.9,0.8,0,71.5,6.1,0,65.4,8.5,10.7,0.9,0,5.8,0,0,0,0,0,1,0.7,1,10,12,2.1,0.22,0,0,50,1.5,370,370,35,290,120,6,2,,1,"Cereal de pequeno almoço de trigo integral tipo ""Weetabix"" (71.5g HC/100g)"
1195,Cerefólio fresco,Produtos hortícolas e derivados,Ervas e flores comestíveis,Ervas aromáticas,80,335,1,0,0,0.7,0.6,0,12,0,0,12,3.3,4,0,0,80,0,0,245,1470,0,3,0.12,0.34,0.3,0.4,0.1,0.03,0,35,44,1.7,10,600,260,30,25,1.6,0.4,,,Cerefólio fresco (12g HC/100g)
637,Cereja (4 variedades),Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos de caroço,67,284,0.7,0.2,0.2,0.2,0.2,0,13.3,13.3,0,0,1.6,0.8,0,0,82.6,0.4,0,24,141,0,0.13,0.04,0.06,0.2,0.3,0.1,0.04,0,6,5,0.43,1,210,14,15,10,0.4,0.1,,,Cereja (4 variedades) (13.3g HC/100g)
1900000111,Cereja desidratada,Frutos e produtos derivados de frutos,Produtos de frutos processados,Frutos secados,366,1550,3.8,1.1,1.1,1.1,1,0,72.6,72.6,0,0,8.7,4.4,0,0,5,2,0,,,0,0.71,,0.33,1.09,1.64,0.55,0.22,0,,27.3,2.35,5.5,1150,76,82,55,2.2,0.5,,,Cereja desidratada (72.6g HC/100g)
638,"Cereja, conserva em calda de açúcar",Frutos e produtos derivados de frutos,Produtos de frutos processados,Outros frutos processados (excluindo bebidas),120,510,0.2,0,0.1,0.1,0,0,28.7,28.7,0,0,1,0.4,0,0,68.6,0,0,5,32,0,0.05,0.02,0.05,0.2,0.3,0.1,0.01,0,2,1,0.27,4,170,16,12,10,0.2,0.1,,,"Cereja, conserva em calda de açúcar (28.7g HC/100g)"
641,"Cereja, cristalizada",Frutos e produtos derivados de frutos,Produtos de frutos processados,Outros frutos processados (excluindo bebidas),326,1390,0.2,0,0.1,0.1,0.1,0,79.9,79.9,0,0,1.6,0.4,0.1,0,17.8,0,0,7,39,0,0,0,0,0,0,0,0,0,0,0,0.41,27,24,38,8,0.1,1.8,0.1,,,"Cereja, cristalizada (79.9g HC/100g)"
726,Cerveja branca,Bebidas alcoólicas,Cerveja e bebidas similares ,Cerveja,30,123,0,0,0,0,0,0,0.5,0.5,0,0,0,0.4,0,3.7,91.6,0,0,0,0,0,0,0.02,0.01,0.5,0.5,0,0.01,0.14,0,4.1,0.16,11,52,9,17,11,0.3,0,,,Cerveja branca (0.5g HC/100g)
727,Cerveja preta,Bebidas alcoólicas,Cerveja e bebidas similares ,Cerveja,23,94,0,0,0,0,0,0,0.6,0.6,0,0,0,0.5,0,2.6,93.3,0,0,0,0,0,0,0.06,0.06,0.5,0.5,0,0.02,0.15,0,4.5,0.2,14,65,11,19,14,0.4,0,,,Cerveja preta (0.6g HC/100g)
728,Cerveja sem álcool,Bebidas alcoólicas,Cerveja e bebidas similares ,Cerveja,7,31,0,0,0,0,0,0,1.5,1.2,0.3,0,0,0.3,0,0,96.7,0,0,0,0,0,0,0,0.02,0.6,1,0.4,0.03,0,0,4,0.2,2,44,3,19,6,0,0,,,Cerveja sem álcool (1.5g HC/100g)
962,"Chá, infusão, preto","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de chá,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,99.8,0,0,0,0,0,0,0,0.02,0.1,0.1,0,0.01,0,0,3,0.04,2,11,1,1,1,0,0.1,,,"Chá, infusão, preto (0g HC/100g)"
963,"Chá, infusão, verde","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de chá,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,99.7,0,0,0,0,0,0,0,0.02,0.1,0.1,0,0.01,0,3,0.1,0.03,2,10,2,1,1,0,0.1,,,"Chá, infusão, verde (0g HC/100g)"
2120000004,Chambão de vitela cru,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,195,814,12.6,3.2,6,0.3,0.1,0.4,0.2,0,0,0,0,20.3,0.1,0,65.8,0,77,0,0,0,0.17,0.2,0.21,3.6,7.8,4.2,0.34,1.2,0,5.7,1.12,25,370,10,150,19,0.7,3,,25,Chambão de vitela cru (0.2g HC/100g)
369,Chamuça,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",344,1440,16.3,7,5.5,1.8,1.8,1.5,39.3,1.3,0.1,37.9,1.7,9.1,1.4,0,33.1,0,14,40,8,0.1,2.1,0.1,0.06,0.9,2.5,1.6,0.08,0.33,4,8.6,1.15,550,200,32,110,25,1.4,1.2,,,Chamuça (39.3g HC/100g)
897,Cherne cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,124,521,5.4,1.6,1.7,0.9,0.1,0,0,0,0,0,0,18.9,1,0,73.7,0,52,43,0,5.1,2,0.03,0.02,1.4,4.9,3.5,0.19,0.62,0,4.7,2,380,240,9,160,26,0.3,0.8,,,Cherne cozido (0g HC/100g)
896,Cherne cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,132,552,6.7,2,2.2,0.9,0.1,0,0,0,0,0,0,17.9,0.3,0,74.4,0,47,55,0,6.6,2.6,0.04,0.03,1.8,5.1,3.3,0.24,0.7,0,6,1.2,110,290,8,170,27,0.4,0.7,,,Cherne cru (0g HC/100g)
898,Cherne grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,153,643,6.3,1.9,2.1,0.9,0.1,0,0,0,0,0,0,24.1,1.2,0,67.1,0,63,62,0,7.5,3,0.04,0.04,2.3,6.8,4.5,0.24,0.89,0,6.8,2.5,480,350,11,210,34,0.5,1,,,Cherne grelhado (0g HC/100g)
824,Chicharro cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,111,470,3,0.7,0.8,0.9,0,0,0,0,0,0,0,21.1,0.9,0,73.5,0,41,15,0,4.2,0.42,0.13,0.12,3.9,8.1,4.2,0.28,5.1,0,12,2.3,350,340,78,250,31,1.1,1.4,,,Chicharro cozido (0g HC/100g)
823,Chicharro cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,105,442,2.9,0.7,0.8,0.9,0,0,0,0,0,0,0,19.7,0.2,0,75.6,0,36,15,0,4.1,0.37,0.15,0.15,5,8.7,3.7,0.36,5.7,0,15,1.4,80,400,69,260,33,1.2,1.2,,,Chicharro cru (0g HC/100g)
